ID,title,role,identification,reviewer,value in Derge colophon,ambiguity,note,sources
D1184,rgyud kyi rgyal po dpal kye'i rdo rje'i 'grel bshad kha sbyor shin tu dri ma med pa zhes bya ba,translator,P1052,,bod kyi lo tsA ba dge slong blo brtan,,,
D1184,rgyud kyi rgyal po dpal kye'i rdo rje'i 'grel bshad kha sbyor shin tu dri ma med pa zhes bya ba,translatorPandita,P8166,,kha che'i paN+Di ta chen po bi ma la shrI b+ha dra,,,
D1184,rgyud kyi rgyal po dpal kye'i rdo rje'i 'grel bshad kha sbyor shin tu dri ma med pa zhes bya ba,translationplace,-,,dpal sa skya'i gtsug lag khang,,,
D1185,kau mu di zhes bya ba'i dka' 'grel,author,P3287,,slob dpon mkhas pa dpal sbyang dka' ba'i zla ba,,,
D1185,kau mu di zhes bya ba'i dka' 'grel,translatorPandita,P4CZ10528,,rgya gar gyi mkhan po pradz+nyA in+ta ru tsi ra,,,
D1185,kau mu di zhes bya ba'i dka' 'grel,translator,P3285,,lo tsA ba dge slong shAkya ye shes,,,
D1185,kau mu di zhes bya ba'i dka' 'grel,revisionsponsor,-,,dpon zhang btsun,,,
D1186,rdo rje'i tshig gi snying po bsdus pa'i dka' 'grel,translator,P3939,,lo tsA ba dpyal chos kyi bzang po,,,
D1186,rdo rje'i tshig gi snying po bsdus pa'i dka' 'grel,translatorPandita,P1518,,kha che'i paN+Di ta chen po shAkya shrI bzang po,,,
D1186,rdo rje'i tshig gi snying po bsdus pa'i dka' 'grel,translationplace,-,,dpal bkra shis gser sdings kyi gtsug lag khang,,,
D1186,rdo rje'i tshig gi snying po bsdus pa'i dka' 'grel,author,P3085,,kha che bzang po snyan grags bzang po,,,
D1186,rdo rje'i tshig gi snying po bsdus pa'i dka' 'grel,revisor,P2085,,dpyal lo tsA ba chos kyi bzang po,,,
D1187,rgyud kyi rgyal po chen po dgyes pa'i rdo rje zhes bya ba sgyu ma brtag pa gnyis pa'i dka' 'grel dran pa'i 'byung gnas zhes bya ba,translatorPandita,P4CZ10529,,rgya gar gyi mkhan po chen po dpal ldan zla ba,,,
D1187,rgyud kyi rgyal po chen po dgyes pa'i rdo rje zhes bya ba sgyu ma brtag pa gnyis pa'i dka' 'grel dran pa'i 'byung gnas zhes bya ba,translator,P3458,,bod kyi lo tsA ba chen po 'gos lhas btsas,,,
D1187,rgyud kyi rgyal po chen po dgyes pa'i rdo rje zhes bya ba sgyu ma brtag pa gnyis pa'i dka' 'grel dran pa'i 'byung gnas zhes bya ba,author,P3299,,,,,
D1188,byed pas na lus la gnas zhes bya,author,P4CZ10530,,slob dpon pad+ma'i myu gu rdo rje,,,
D1188,byed pas na lus la gnas zhes bya,translator,?,Tocheck,slob ma'i mthar gyur rin chen 'bar ba,,,
D1188,byed pas na lus la gnas zhes bya,revisorPandita,P8194,to check,rgya gar gyi mkhan po chen po pad+ma A ka ra,,,
D1188,byed pas na lus la gnas zhes bya,revisorPandita,P4546,,mtshur ston dbyig gi rgyal mtshan,,,
D1189,dpal dgyes pa'i rdo rje'i dka' 'grel mu tig phreng ba zhes bya ba,author,P00EGS1016642,,slob dpon chen po shrI rat+nA ka ra shA n+ti,,,
D1189,dpal dgyes pa'i rdo rje'i dka' 'grel mu tig phreng ba zhes bya ba,translatorPandita,P4CZ15179,,paN+Di ta chen po shAn+ti b+ha dra,,,
D1189,dpal dgyes pa'i rdo rje'i dka' 'grel mu tig phreng ba zhes bya ba,translator,P3458,,bod kyi lo tsA ba dgos lhas btsas,,,
D1191,rgyud kyi rgyal po chen po dpal dgyes pa'i rdo rje'i dka' 'grel spyan 'byed ces bya ba,author,P6120,ascribed,slob dpon chen po mkhas pa d+har+m+mA kIrti,OA: believed t be by Zangs dkar ’Phags pa shes rab (Sobisch 2008: 76) / Sinclair 2021: 19.,,
D1192,dpal dgyes pa'i rdo rje'i dka' 'grel rdo rje'i tshig btu ba zhes bya ba,author,P4CZ10532,,slob dpon chen po kA ma d+he nu pa,,,
D1192,dpal dgyes pa'i rdo rje'i dka' 'grel rdo rje'i tshig btu ba zhes bya ba,translatorPandita,P9951,,rgya gar gyi mkhan po bi na yang de ba,,,
D1192,dpal dgyes pa'i rdo rje'i dka' 'grel rdo rje'i tshig btu ba zhes bya ba,translator,P3890,,lo tsA ba dge slong chos kyi shes rab,,,
D1194,rgyud kyi rgyal po mkha' 'gro ma rdo rje gur gyi dka' 'grel zhal nas brgyud pa zhes bya ba,author,P2CN574,,rgyal po in+d+ra b+hU ti,,,
D1194,rgyud kyi rgyal po mkha' 'gro ma rdo rje gur gyi dka' 'grel zhal nas brgyud pa zhes bya ba,translatorPandita,P7048,,rgya gar gyi mkhan po chen po nyi ma spas pa,,,
D1194,rgyud kyi rgyal po mkha' 'gro ma rdo rje gur gyi dka' 'grel zhal nas brgyud pa zhes bya ba,translator,P4243,,lo tsA ba dge slong shAkya brtson 'grus,,,
D1195,phags pa mkha' 'gro ma rdo rje gur zhes bya ba'i rgyud kyi rgyal po chen po'i brtag pa dang po'i rgyal po'i bshad sbyar,author,P3299,,slob dpon chen po nag po zhags,,,
D1195,phags pa mkha' 'gro ma rdo rje gur zhes bya ba'i rgyud kyi rgyal po chen po'i brtag pa dang po'i rgyal po'i bshad sbyar,translatorPandita,P3302,,rgya gar gyi mkhan po ga yad+ha ra'i zhal snga nas,,,
D1195,phags pa mkha' 'gro ma rdo rje gur zhes bya ba'i rgyud kyi rgyal po chen po'i brtag pa dang po'i rgyal po'i bshad sbyar,translator,P3285,,bod kyi lo tsA ba dge slong shAkya ye shes,,,
D1196,rgyud kyi rgyal po mkha' 'gro ma rdo rje dra pa'i dka' 'grel de kho na nyid rgyas pa zhes bya ba,author,P4CZ10534,,slob dpon chen po lha'i rigs blo gros,,,
D1196,rgyud kyi rgyal po mkha' 'gro ma rdo rje dra pa'i dka' 'grel de kho na nyid rgyas pa zhes bya ba,translatorPandita,P3302,,rgya gar gyi mkhan po chen po ga la d+ha ra,,,
D1196,rgyud kyi rgyal po mkha' 'gro ma rdo rje dra pa'i dka' 'grel de kho na nyid rgyas pa zhes bya ba,translator,P3458,,bod kyi lo rtsA ba 'gos lhas bcas,,,
D1197,dpal kha sbyor thig le zhes bya ba rnal 'byor ma'i rgyud kyi rgyal po'i rgya cher 'grel pa yang dag par lta ba'i dran pa'i snang ba zhes bya ba,author,P2CN574,,indra bhū ti,,,
D1197,dpal kha sbyor thig le zhes bya ba rnal 'byor ma'i rgyud kyi rgyal po'i rgya cher 'grel pa yang dag par lta ba'i dran pa'i snang ba zhes bya ba,translatorPandita,P4CZ10535,,rgya gar gyi mkhan po shrI badzra bo d+hi,,,
D1197,dpal kha sbyor thig le zhes bya ba rnal 'byor ma'i rgyud kyi rgyal po'i rgya cher 'grel pa yang dag par lta ba'i dran pa'i snang ba zhes bya ba,translator,P8129,,bod kyi lo tsA ba chen po gyi jo zla ba'i 'od zer,,,
D1198,dpal yang dag par sbyor ba'i rgyud kyi rgyal po'i rgya cher 'grel pa man ngag gi snye ma zhes bya ba,author,P4004,,mkhas pa chen po 'jigs med 'byung gnas sbas pa,,,
D1198,dpal yang dag par sbyor ba'i rgyud kyi rgyal po'i rgya cher 'grel pa man ngag gi snye ma zhes bya ba,translatorPandita,P4004,,mkhas pa chen po 'jigs med 'byung gnas sbas pa,,,
D1198,dpal yang dag par sbyor ba'i rgyud kyi rgyal po'i rgya cher 'grel pa man ngag gi snye ma zhes bya ba,translator,P5169,,sangs rgyas grags pa,,,
D1198,dpal yang dag par sbyor ba'i rgyud kyi rgyal po'i rgya cher 'grel pa man ngag gi snye ma zhes bya ba,translator2Pandita,P1518,,ma hA paN+Di ta shAkya shrI,,,
D1198,dpal yang dag par sbyor ba'i rgyud kyi rgyal po'i rgya cher 'grel pa man ngag gi snye ma zhes bya ba,translator2,P3939,,dpyal lo tsA ba chos kyi bzang po,,,
D1198,dpal yang dag par sbyor ba'i rgyud kyi rgyal po'i rgya cher 'grel pa man ngag gi snye ma zhes bya ba,translator3,P2085,,dpang lo tsA ba dge slong dpal ldan blo gros brtan pa,,,
D1198,dpal yang dag par sbyor ba'i rgyud kyi rgyal po'i rgya cher 'grel pa man ngag gi snye ma zhes bya ba,translationplace,-,,na le n+d+ra,,,
D1199,rgyud thams cad kyi gleng gzhi dang gsang chen dpal kun du kha sbyor zhes bya ba'i rgyud kyi rgyal po'i rgya cher bshad pa rin chen phreng ba zhes bya ba,author,P3455,,rnal 'byor gyi dbang phyug chen po dpa' bo rdo rje,,,
D1199,rgyud thams cad kyi gleng gzhi dang gsang chen dpal kun du kha sbyor zhes bya ba'i rgyud kyi rgyal po'i rgya cher bshad pa rin chen phreng ba zhes bya ba,translationplace,-,,rnal 'byor gyi dbang phyug chen po dpa' bo rdo rje,,,
D1200,dpal zab mo'i don gsal ba rmad du byung ba chen po zhes bya ba,author,P4CZ10537,,slob dpon zab pa'i rdo rje,,,
D1200,dpal zab mo'i don gsal ba rmad du byung ba chen po zhes bya ba,translatorPandita,P10154,,paN+Di ta shes rab gsang ba,,,
D1200,dpal zab mo'i don gsal ba rmad du byung ba chen po zhes bya ba,translator,P4335,,lo tsA ba g.yung drung snying po,,,
D1201,dga' ba'i spyan zhes bya ba'i rgya cher 'grel pa,author,P10154,,slob dpon chen po rnal 'byor gyi dbang phyug shes rab dpal gsang ba,,,
D1201,dga' ba'i spyan zhes bya ba'i rgya cher 'grel pa,translatorPandita,P10154,,rgya gar gyi mkhan po chen po pra dz+nyA shrI gup+ta nyid,,,
D1201,dga' ba'i spyan zhes bya ba'i rgya cher 'grel pa,translator,P4CZ10539,,zhu chen gyi lo tsA ba ban+de rin chen rgyal mtshan,,,
D1202,dpal lhan cig skyes pa'i dga' ba'i sgron ma zhes bya ba'i dka' 'grel,author,P0AT0272,,slob dpon chen po rdo rje gsang ba,,,
D1202,dpal lhan cig skyes pa'i dga' ba'i sgron ma zhes bya ba'i dka' 'grel,translatorPandita,P10154,,rgya gar kyi mkhan po ma hA yo gI shrI pra dz+nyA gup+ta,,,
D1203,dpal ye shes thig le'i dka' 'grel gsang ba'i de kho na nyid ces bya ba,author,P4CZ10540,,slob dpon A tsar+ya dz+nyA na bar ma,,,
D1203,dpal ye shes thig le'i dka' 'grel gsang ba'i de kho na nyid ces bya ba,translator,P1578,,bod kyi lo tsA ba dge slong byang chub 'byung gnas,,,
D1204,dpal rnyog pa med pa zhes bya ba'i rgyud kyi 'grel pa,author,P4CZ10541,,slob dpon chen po dge slong gzhon nu zla ba,,,
D1205,dpal de kho na nyid kyi sgron ma'i rgyud kyi dka' 'grel rin chen phreng ba zhes bya ba,author,P3401,,ma hA su kha ta badzra,,,
D1205,dpal de kho na nyid kyi sgron ma'i rgyud kyi dka' 'grel rin chen phreng ba zhes bya ba,translator,P1578,,dge slong byang chub 'byung gnas,,,
D1206,dgongs pa'i skad kyi 'grel pa,author,P4954,,slob dpon 'phags pa klu sgrub,,,
D1206,dgongs pa'i skad kyi 'grel pa,translatorPandita,P0AT0316,,rgya gar gyi mkhan po many+dzu g+ho Sha,,,
D1206,dgongs pa'i skad kyi 'grel pa,translator,P2553,,bod kyi lo tsA ba 'bro dge slong shes rab grags,,,
D1206,dgongs pa'i skad kyi 'grel pa,translationplace,-,,yer pa,,,
D1207,glu'i de kho na nyid ces bya ba,author,P8335,,slob dpon mkhas pa dpal mtsho skyes,,,
D1207,glu'i de kho na nyid ces bya ba,translatorPandita,P5006,,rgya gar gyi mkhan po rat+na badzra,,,
D1207,glu'i de kho na nyid ces bya ba,translator,P3285,,dge slong shAkya ye shes,,,
D1208,rdo rje'i glu bshad pa zhes bya ba,author,P4CZ10544,,slob dpon sgrol ma can,,,
D1208,rdo rje'i glu bshad pa zhes bya ba,translatorPandita,P3302,,rgya gar gyi mkhan po ga ya d+ha ra,,,
D1208,rdo rje'i glu bshad pa zhes bya ba,translator,P3285,,dge slong shAkya ye shes,,,
D1209,mngon par rtogs pa'i rim pa zhes bya ba,translatorPandita,P5006,,,,,
D1209,mngon par rtogs pa'i rim pa zhes bya ba,translator,P3285,,,,,
D1210,dbyu gu drug cu rtsa bzhi'i bshad pa,translatorPandita,P5006,,rgya gar gyi mkhan po rat+na badzra,,,
D1210,dbyu gu drug cu rtsa bzhi'i bshad pa,translator,P3285,,dge slong shAkya ye shes,,,
D1211,kye rdo rje'i de kho na nyid rnam par phye ba,translator,P3285,,dge slong shAkya ye shes,,,
D1211,kye rdo rje'i de kho na nyid rnam par phye ba,translatorPandita,P5006,,,,,
D1212,dur khrod brgyad ces bya ba,translatorPandita,P5006,,rgya gar gyi mkhan po rat+na shrI mi tra,,,
D1212,dur khrod brgyad ces bya ba,translator,P3285,,dge slong shAkya ye shes,,,
D1213,dur khrod brgyad ces bya ba,translatorPandita,P5006,,rgya gar gyi mkhan po rat+na shrI mi tra,,,
D1213,dur khrod brgyad ces bya ba,translator,P3285,,dge slong shAkya ye shes,,,
D1213,dur khrod brgyad ces bya ba,revisor,P4153,,lha mnga' bdag ye shes rgyal mtshan,,,
D1214,brda nges par gzung ba,translator,P4153,,lha mnga' bdag ye shes rgyal mtshan,,,
D1215,gnas la sogs pa gtan la dbab pa,author,P4CZ10566,,rnam par grags pa'i paN+Di ta gnas brtan shAkya rak+Shi ta'i zhabs,,,
D1215,gnas la sogs pa gtan la dbab pa,translator,P856,,zha lu lo tsA ba dge slong d+harma pA la,,,
D1215,gnas la sogs pa gtan la dbab pa,translationplace,-,,gnam lha brgyad gangs kyi ra bas bskor ba'i dbus/_ri 'brang rgyas kyi ngogs dpal bde chen yangs pa can gyi gtsug lag khang,,,
D1216,dur khrod brgyad kyi bshad pa zhes bya ba,author,,ToCheck,slob dpon rnal 'byor pa,,,
D1216,dur khrod brgyad kyi bshad pa zhes bya ba,translatorPandita,P4CZ10545,,rgya gar gyi mkhan po bud+d+ha ka ra badzra,,,
D1216,dur khrod brgyad kyi bshad pa zhes bya ba,translator,P3458,,bod kyi lo tsA ba 'gos,,,
D1217,dpal rin po che snye ma zhes bya ba'i rgya cher 'grel pa,author,P10154,,rgya gar gyi slob dpon chen po shrI gup+ta,,,
D1217,dpal rin po che snye ma zhes bya ba'i rgya cher 'grel pa,translatorPandita,P4CZ10546,,,,,
D1218,dpal dgyes pa rdo rje'i sgrub thabs,author,P4CZ10536,,slob dpon pad+ma,,,
D1218,dpal dgyes pa rdo rje'i sgrub thabs,translator,? P4243,,dge slong shAkya brtson 'grus,,,"OA: only in D-TK, but appears to be erroneous"
D1219,kye rdo rje'i dkyil 'khor gyi las kyi rim pa'i cho ga,author,P4CZ10536,,slob dpon pad+ma badzra,,,
D1219,kye rdo rje'i dkyil 'khor gyi las kyi rim pa'i cho ga,translator,P4243,,dge slong shAkya brtson 'grus,,,"OA: in Zh-TK, D-TK: 'gyur, in colo: bcos; T0537: ['Brog mi] ShAkya ye shes"
D1220,dpal kye rdo rje'i mar me'i rtse mo lta bu'i gdams pa zhes bya ba,author,P8335,,slob dpon mtsho skyes rdo rje,,,
D1220,dpal kye rdo rje'i mar me'i rtse mo lta bu'i gdams pa zhes bya ba,translatorPandita,P3302,,rgya gar gyi mkhan po ga ya d+ha ra,,,
D1220,dpal kye rdo rje'i mar me'i rtse mo lta bu'i gdams pa zhes bya ba,translator,P3285,,bla ma shA kya ye shes,,,
D1221,dgyes pa rdo rje'i maN+Dal gyi cho ga,author,P8335,,slob dpon mtsho skyes,,,
D1222,thams cad dngos po'i rang bzhin mchog,author,P8335,,,,,
D1223,sbyin sreg gi cho ga,author,P8335,,slob dpon mtsho skyes rdo rje,,,
D1224,dam tshig lnga pa,author,P4956,,slob dpon dpal pad+ma 'byung gnas,,,
D1224,dam tshig lnga pa,translator,P3731,,khams pa lo tsA ba ba ri d+harma kIrti,,,
D1224,dam tshig lnga pa,translationplace,-,,dpal rigs pa'i 'byung gnas kra ma shI li'i gtsug lag khang,,,
D1225,dpal kye rdo rje'i b+ha Da rA ga'i bstod pa zhes bya ba,author,P8335,,slob dpon chen po mtsho skyes rdo rje,,,
D1225,dpal kye rdo rje'i b+ha Da rA ga'i bstod pa zhes bya ba,translatorPandita,P3302,,rgya gar gyi mkhan po ga ya d+ha ra,,,
D1225,dpal kye rdo rje'i b+ha Da rA ga'i bstod pa zhes bya ba,translator,P3285,,bod kyi lo tsA ba dge slong shAkya ye shes,,,
D1226,dpal dpa' bo gcig pa zhes bya ba'i sgrub pa'i thabs,author,P8895,,slob dpon rdo rje dril bu,,,
D1226,dpal dpa' bo gcig pa zhes bya ba'i sgrub pa'i thabs,translatorPandita,P3302,,rgya gar gyi mkhan po ga ya d+ha ra,,,
D1226,dpal dpa' bo gcig pa zhes bya ba'i sgrub pa'i thabs,translator,P3285,,dge slong shAkya ye shes,,,
D1227,dpal kye rdo rje zhes bya ba'i sgrub pa'i thabs,author,P1GS149649,,slob dpon byang chub snying po,,,
D1227,dpal kye rdo rje zhes bya ba'i sgrub pa'i thabs,translatorPandita,P4CZ10549,,rgya gar gyi mkhan po dAM paM ka ra tsan+d+ra,,,
D1227,dpal kye rdo rje zhes bya ba'i sgrub pa'i thabs,translator,P4CZ10548,,bod kyi lo tsA ba lha btsan po mu ni rA dza,,,
D1228,dpal kye rdo rje las sbyin sreg gi cho ga,author,P1GS149649,,slob dpon po d+hi gar+b+ha,,,
D1228,dpal kye rdo rje las sbyin sreg gi cho ga,translatorPandita,P0AT0282,,rgya gar gyi mkhan po ka mA la shrI,,,
D1228,dpal kye rdo rje las sbyin sreg gi cho ga,translator,P4238,,dge slong shes rab skyabs,,,
D1229,de kho na nyid bcu pa,author,P3292,,slob dpon Dom+bi,,,
D1229,de kho na nyid bcu pa,translator,P1242,,zhu chen gyi lo tsA ba dge slong dge ba'i blo gros,,,
D1229,de kho na nyid bcu pa,translationplace,-,,rgya gar gyi mkhan po dpal mar me mdzad ye shes,,,
D1229,de kho na nyid bcu pa,translatorPandita,P3379,,,,,
D1230,rnal 'byor pha dang rnal 'byor ma rnams la thun mong ma yin pa'i don la gdams pa zhes bya ba,author,P3292,,slob dpon Dom+bi he ru ka,,,
D1230,rnal 'byor pha dang rnal 'byor ma rnams la thun mong ma yin pa'i don la gdams pa zhes bya ba,translator,P5724,,,,,
D1231,tshogs kyi 'khor lo'i cho ga zhes bya ba,author,P3292,,slob dpon Dom+bi he ru ka,,,
D1231,tshogs kyi 'khor lo'i cho ga zhes bya ba,translatorPandita,P4CZ15245,,rgya gar gyi mkhan po dz+nyA na A kar,,,
D1231,tshogs kyi 'khor lo'i cho ga zhes bya ba,translator,P2636,,lo tsA ba mar pa blo gros,,,
D1232,dpal kye rdo rje'i sgrub pa'i thabs,author,P3292,,Dom+bi,,,
D1232,dpal kye rdo rje'i sgrub pa'i thabs,translatorPandita,P207,,paN+Di ta chen po ba na rat+na,,,
D1232,dpal kye rdo rje'i sgrub pa'i thabs,translator,P318,,gzhon nu dpal,,,
D1233,kye rdo rje'i sgrub pa'i thabs kyi dka' 'grel,author,P4CZ10550,,kha che dngul gyi bum pa,,,
D1233,kye rdo rje'i sgrub pa'i thabs kyi dka' 'grel,translator,P318,,lo tsA ba gzhon nu dpal,,,
D1233,kye rdo rje'i sgrub pa'i thabs kyi dka' 'grel,translatorPandita,P207,,byang chub sems dpa' nags kyi rin chen,,,
D1234,slong mo'i 'grel pa zhes bya ba,translatorPandita,P9962,,sgra pa chen po dzi ta kar+N+Na,,,
D1234,slong mo'i 'grel pa zhes bya ba,translator,P2147,,lo tsA ba shAkya'i dge slong nyi ma rgyal mtshan dpal bzang po,,,
D1234,slong mo'i 'grel pa zhes bya ba,translationplace,-,,rab tu bsngags pa'i gnas chen po nye ba'i 'thung gcod pa ba la po yam bu'i grong khyer,,,
D1234,slong mo'i 'grel pa zhes bya ba,author,P3292,,,,,
D1235,kye rdo rje phyag gnyis pa'i sgrub thabs,author,P3291,,slob dpon badzra a la la,,,
D1236,kye rdo rje'i dran pa gcig pa,author,P3289,,slob dpon gar+b+ha ri pa,,,
D1236,kye rdo rje'i dran pa gcig pa,translatorPandita,P4CZ10528,,rgya gar gyi mkhan po pradz+nyA a an+d+ri ru tsi,,,
D1236,kye rdo rje'i dran pa gcig pa,translator,P3285,,dge slong shAkya ye shes,,,
D1237,kye rdo rje'i sgrub thabs kyi mdor bshad pa dag pa rdo rje sgron ma zhes bya ba,author,P4CZ10551,,slob dpon dpal dzA lan+d+ha ri,,,
D1237,kye rdo rje'i sgrub thabs kyi mdor bshad pa dag pa rdo rje sgron ma zhes bya ba,translatorPandita,,ToCheck,paN+Ti ta many+dzu shrI la mnyan,,"OA: possibly P0AT0334? - the only one in the spreadsheet that would fit in terms of dates, but need to be checked further ",
D1237,kye rdo rje'i sgrub thabs kyi mdor bshad pa dag pa rdo rje sgron ma zhes bya ba,translator,P2147,,lo tsA ba nyi ma rgyal mtshan dpal bzang po,,,
D1238,dpal kye rdo rje'i sgrub thabs rab tu gsal ba zhes bya ba,author,P4CZ10552,,slob dpon dpal sgra gtsan gsang ba,,,
D1238,dpal kye rdo rje'i sgrub thabs rab tu gsal ba zhes bya ba,translator,P318,,bod kyi lo tsA ba 'gos gzhon nu dpal,,,
D1238,dpal kye rdo rje'i sgrub thabs rab tu gsal ba zhes bya ba,translatorPandita,P207,,rgya gar shar phyogs kyi paN+Di ta chen po shrI ba na rat+na,,,
D1238,dpal kye rdo rje'i sgrub thabs rab tu gsal ba zhes bya ba,translationplace,-,,phyogs las rnam par rgyal pa'i pho brang chen po sne gdong rtse'i gtsug lag khang,,,
D1239,yan lag drug pa zhes bya ba'i sgrub thabs,author,P3287,,slob dpon mi thub zla ba,,,
D1239,yan lag drug pa zhes bya ba'i sgrub thabs,translator,P3285,,dge slong shAkya ye shes,,,
D1239,yan lag drug pa zhes bya ba'i sgrub thabs,revisionsponsor,-,,grags pa 'byung gnas rgyal mtshan dpal bzang po,,,
D1239,yan lag drug pa zhes bya ba'i sgrub thabs,translatorPandita,P4CZ10553,,rgya gar gyi mkhan po rat+na shrI dz+nyA na,,,
D1240,dkyil 'khor gyi cho ga'i sgrub thabs bzang po yongs su gzung ba zhes bya ba,author,P3287,,mkhas pa chen po dpal thub dka' zla ba,,,
D1240,dkyil 'khor gyi cho ga'i sgrub thabs bzang po yongs su gzung ba zhes bya ba,translatorPandita,P3302,,,,,
D1240,dkyil 'khor gyi cho ga'i sgrub thabs bzang po yongs su gzung ba zhes bya ba,translator,P3285,,,,,
D1241,byung po thams cad kyi gtor ma,author,P3287,,slob dpon mi thub zla ba,,,
D1241,byung po thams cad kyi gtor ma,translatorPandita,P3302,,rgya gar gyi mkhan po ga ya d+ha ra,,,
D1241,byung po thams cad kyi gtor ma,translator,P3285,,lo tsA ba dge slong shAkya ye shes,,,
D1242,de kho na nyid bzhi pa'i man ngag gsal ba'i sgron ma zhes bya ba,author,P4024,,slob dpon chen po til+li pa,,,
D1242,de kho na nyid bzhi pa'i man ngag gsal ba'i sgron ma zhes bya ba,translatorPandita,P4CZ10553,,rgya gar gyi mkhan po rat+na shrI,,,
D1243,kye rdo rje zhes bya ba'i sgrub pa'i thabs,author,P44,,slob dpon a ba d+hU tI pa gnyis med rdo rje,,,
D1244,kye rdo rje'i sgrub pa'i thabs rnam par dag pa'i gter zhes bya ba,author,P44,,rdo rje a ba d+hU tI pa,,,
D1244,kye rdo rje'i sgrub pa'i thabs rnam par dag pa'i gter zhes bya ba,translator,P318,,gzhon nu dpal,,,
D1244,kye rdo rje'i sgrub pa'i thabs rnam par dag pa'i gter zhes bya ba,translationplace,-,,pho brang sne gdong,,,
D1244,kye rdo rje'i sgrub pa'i thabs rnam par dag pa'i gter zhes bya ba,translatorPandita,P207?,,,,,
D1245,khrul pa spong ba zhes bya ba'i sgrub pa'i thabs,author,P00EGS1016642,,slob dpon rin chen 'byung gnas zhi ba,,,
D1246,lhan cig skyes pa'i rnal 'byor gyi rim pa zhes bya ba,author,P00EGS1016642,,dpon chen po dpal rin chen 'byung gnas zhi ba,,,
D1246,lhan cig skyes pa'i rnal 'byor gyi rim pa zhes bya ba,translatorPandita,P4CZ15137,,dpal ku mA ra ka la shu,,,
D1247,lhan cig skyes pa'i rnal 'byor dam pa'i 'grel pa snying po rab tu gsal bar byed pa zhes bya ba,author,P4CZ10554,,o rgyan gyi slob dpon chen po bram ze tha ga,,,
D1247,lhan cig skyes pa'i rnal 'byor dam pa'i 'grel pa snying po rab tu gsal bar byed pa zhes bya ba,translatorPandita,P4CZ15235,,paN+Di ta mkhas pa chen po man+t+ra ka la ku sha,,,
D1248,bcom ldan 'das dgyes pa'i rdo rje'i sgrub pa'i thabs de kho na nyid bzhi'i rim pa zhes bya ba,author,P7752,,slob dpon ka m+pa las,,,
D1248,bcom ldan 'das dgyes pa'i rdo rje'i sgrub pa'i thabs de kho na nyid bzhi'i rim pa zhes bya ba,translatorPandita,P2CZ7929,,paN+Di ta bai ro tsa na rak+Shi ta,,,
D1248,bcom ldan 'das dgyes pa'i rdo rje'i sgrub pa'i thabs de kho na nyid bzhi'i rim pa zhes bya ba,translator,P8203,,lo tsA ba glan dar ma blo gros,,,
